author,date,id,iso,original_review,original_title,predicted_langs/0,predicted_langs/1,predicted_langs/2,predicted_langs/3,predicted_langs/4,product,review,stars,title,version,weight
bala chander,2015-10-14T03:44:55,14831371782Lr5ghgtSaeqF-pTUdARgLlA,ZZ,"Like the app a lot though a rethink in design might be needed. Seems a little spartan to me with sharp corners and such. More fun message bubbles perhaps? More importantly though, how about an option to select text from within the message. Unable to find it if it's already there. Other than that it's my favorite sms app out there.",Nice app but a few quibbles,en,,,,,14831371782,"Like the app a lot though a rethink in design might be needed. Seems a little spartan to me with sharp corners and such. More fun message bubbles perhaps? More importantly though, how about an option to select text from within the message. Unable to find it if it's already there. Other than that it's my favorite sms app out there.",4.00,Nice app but a few quibbles,3.7,0
Brett Vega,2015-10-14T03:41:24,14831371782LuJqdWYLkNZgWpQcJzLbb5g,ZZ,"Textra works so much better than any other messaging app I've used, so happy it works with Google Fi!",Awesome app!,en,,,,,14831371782,"Textra works so much better than any other messaging app I've used, so happy it works with Google Fi!",5.00,Awesome app!,3.7,0
Cris Zdremtan,2015-10-14T03:28:12,14831371782L9TXwk-ZFUAjZyQM3y227rg,ZZ,"Emailed like you told me too, they said they won't look into it more because it's not a popular request. I even just paid for the Pro version and gave you guys my dollar. Other SMS apps like Hangouts and EvolveSMS have figured out how to make contact pics appear on the Active Display screen for the Moto X 2014...yet Textra still hasn't. I was in contact with the dev team a while ago and they tried for awhile and ultimately gave up. It works on the new 2015, but not the one from a year earlier...? Seriously?",Contact pictures still don't show up on Active Display screen for Moto X 2014.,en,,,,,14831371782,"Emailed like you told me too, they said they won't look into it more because it's not a popular request. I even just paid for the Pro version and gave you guys my dollar. Other SMS apps like Hangouts and EvolveSMS have figured out how to make contact pics appear on the Active Display screen for the Moto X 2014...yet Textra still hasn't. I was in contact with the dev team a while ago and they tried for awhile and ultimately gave up. It works on the new 2015, but not the one from a year earlier...? Seriously?",2.00,Contact pictures still don't show up on Active Display screen for Moto X 2014.,3.7,0
Alexander Limpin,2015-10-14T03:24:26,14831371782LZWIqIdBCMmCNJrNjD7-6-Q,ZZ,I've paid for the ads free version but it now keeps reverting back - why? ?!,Why does my app keep losing the pro version? !,en,,,,,14831371782,I've paid for the ads free version but it now keeps reverting back - why? ?!,3.00,Why does my app keep losing the pro version? !,3.7,0
Nathan Gendle,2015-10-14T03:22:35,14831371782LlttyypW5vCjTvlHDtr0EkQ,ZZ,I wish I could set a color to a specific contact.,,en,oc,ro,,,14831371782,I wish I could set a color to a specific contact.,4.00,,3.7,0
Matthew Arsenault,2015-10-14T03:00:24,14831371782LBt7Fy2xTWgpSRX7-Jrgjmw,ZZ,"This app is everything I was looking for in a texting app, customizeable colour, and very streamline. Best out there!",Pro's the way to go!,en,,,,,14831371782,"This app is everything I was looking for in a texting app, customizeable colour, and very streamline. Best out there!",5.00,Pro's the way to go!,3.7,0
Monsour Orbino,2015-10-14T02:59:36,14831371782LDwCEvbinsznRf5mhNJCwtQ,ZZ,Cant send group messages.it requires internet connection,Please update,fr,en,la,ca,oc,14831371782,Cant send group messages.it requires internet connection,3.00,Please update,3.7,0
Bert Green,2015-10-14T02:58:12,14831371782L4ExMG4BQB87HUe6iqtULCg,ZZ,"Waited for the Fi fix, works beautifully now. Thanks. Best app.",Fixed Project Fi functionality,en,,,,,14831371782,"Waited for the Fi fix, works beautifully now. Thanks. Best app.",5.00,Fixed Project Fi functionality,3.7,0
Tanner Galmeister,2015-10-14T02:57:55,14831371782L-bkes4q1yN6lbts2fSB_BA,ZZ,Amazing,,sw,eu,it,lmo,eo,14831371782,Amazing,5.00,,3.7,0
Francis Lovato,2015-10-14T02:57:54,14831371782LCukki3nKPV4wvV46B0s1SQ,ZZ,This is the best text app I've found so far. 99 cents is practically giving it away. Hopefully with support they'll be able to add more.,Shut up and take my money,en,,,,,14831371782,This is the best text app I've found so far. 99 cents is practically giving it away. Hopefully with support they'll be able to add more.,5.00,Shut up and take my money,3.7,0
Eric Espinosa,2015-10-14T02:43:14,14831371782LDHd0iJ3qgUAyWUDtI_a5ww,ZZ,Very good messaging app. I can send long message with converting into mms.  User friendly.,Good job,en,,,,,14831371782,Very good messaging app. I can send long message with converting into mms.  User friendly.,5.00,Good job,3.7,0
Samuel Edwards,2015-10-14T02:36:30,14831371782LFDF9Wew-KXjj2XvfhDhgHg,ZZ,"Really well done texting app,  however every time they roll out a new update it forgets I bought it and reverts back to the ad run version. Devs, any ideas on how to fix that?","Good app,  forgets you paid for it",en,,,,,14831371782,"Really well done texting app,  however every time they roll out a new update it forgets I bought it and reverts back to the ad run version. Devs, any ideas on how to fix that?",3.00,"Good app,  forgets you paid for it",,0
Marisa Cortez,2015-10-14T02:35:51,14831371782LGd7jBsmLHS-ELosU6oMp_Q,ZZ,"My only wish is that like the Verizon message app you could send sms through WiFi too. In my barracks room I have no signal just WiFi and with Verizon app I can send still and as soon as I'm out the bldg I have my 4g. I love the concept but textra gas way more customization and I love it! Hoping you could implement this into hopefully coming up update to the app,! Pleaseeeeeeeeeee (I even paid for this app that's how much I love it. Just bummer I cannot use it. Where I'm usually always at)",I absolutely love,en,,,,,14831371782,"My only wish is that like the Verizon message app you could send sms through WiFi too. In my barracks room I have no signal just WiFi and with Verizon app I can send still and as soon as I'm out the bldg I have my 4g. I love the concept but textra gas way more customization and I love it! Hoping you could implement this into hopefully coming up update to the app,! Pleaseeeeeeeeeee (I even paid for this app that's how much I love it. Just bummer I cannot use it. Where I'm usually always at)",3.00,I absolutely love,3.7,0
Jessica McGee,2015-10-14T02:24:20,14831371782LH_lYVdHYsJfwFn63HNRmIg,ZZ,Easy to use! I really like it!,Great app!,en,,,,,14831371782,Easy to use! I really like it!,4.00,Great app!,3.7,0
Brian Kimble,2015-10-14T02:19:29,14831371782LWdkU8WaUZM4qT07XKH2auQ,ZZ,"It is, consistently, the best texting application with little to no issues. No texting application is perfect but this is as close as you will get from my many, many attempts with the other available applications.",Best texting app I have used...,en,,,,,14831371782,"It is, consistently, the best texting application with little to no issues. No texting application is perfect but this is as close as you will get from my many, many attempts with the other available applications.",5.00,Best texting app I have used...,3.7,0
Audrey Adrao,2015-10-14T02:14:24,14831371782LzdloSJD8h4xuoK_SarJpTA,ZZ,I like that among messaging apps this one has a small memory footprint. Also it's simple and doesn't have non-essential add-ons. My only qualm is the duplicate notification. I already disabled the default messenger and even went as far as freezing it.  Although my phone meizu m2 note is dual sim capable I only use 1 sim.,I'm getting duplicate notifications,en,,,,,14831371782,I like that among messaging apps this one has a small memory footprint. Also it's simple and doesn't have non-essential add-ons. My only qualm is the duplicate notification. I already disabled the default messenger and even went as far as freezing it.  Although my phone meizu m2 note is dual sim capable I only use 1 sim.,4.00,I'm getting duplicate notifications,3.7,0
Cherrod Bridges,2015-10-14T02:11:48,14831371782LrQR7QpW1y49DlkZnocss5A,ZZ,"A refreshing change from default android app. I love how i can customize everything. Awesome app :)  Only thing is, it keeps removing the icon from my home screen :/",Pretty cool,en,,,,,14831371782,"A refreshing change from default android app. I love how i can customize everything. Awesome app :)  Only thing is, it keeps removing the icon from my home screen :/",4.00,Pretty cool,3.7,0
Mike Jeffery,2015-10-14T02:08:48,14831371782LYiyl01t-SD4leFnNxBq59Q,ZZ,I have recently gotten a Bluetooth hands free system for my motorcycle helmet.  It uses the s voice functionality to control the phone from my pocket.  But when I hear my text message tone go off and I use the voice software to try and read it back to me it won't recognize the message since the stock app isn't default. Is there anyway around this? I use a note 3,Great except one suggestion/ question?,en,,,,,14831371782,I have recently gotten a Bluetooth hands free system for my motorcycle helmet.  It uses the s voice functionality to control the phone from my pocket.  But when I hear my text message tone go off and I use the voice software to try and read it back to me it won't recognize the message since the stock app isn't default. Is there anyway around this? I use a note 3,4.00,Great except one suggestion/ question?,3.7,0
Tasdiq Ameem,2015-10-14T02:08:09,14831371782LKNm5Vc2YcgYmvx07TXRkKQ,ZZ,Better than ugly Samsung message app,,en,da,nn,no,fr,14831371782,Better than ugly Samsung message app,5.00,,3.7,0
None Ya,2015-10-14T01:54:32,14831371782LPLlPFthX04Q57jxq2MFxuQ,ZZ,"It's awesome, nough said",Momo,en,,,,,14831371782,"It's awesome, nough said",5.00,Momo,3.7,0
Angie Bo-Bangie,2015-10-14T01:52:45,14831371782LyH0TdiqhdFDbJ8CZQac2LQ,ZZ,It's a perfect replacement for my slow stock app. Works fast and smooth,Perfect,en,,,,,14831371782,It's a perfect replacement for my slow stock app. Works fast and smooth,5.00,Perfect,,0
Jonathan Hollenbach,2015-10-14T01:52:37,14831371782LmHYRmUTrqOQWCqjMJhctEw,ZZ,I've been using Textra for about 10 months now and I have no intention to switch. I love the design and customization of the app. I have convinced a few friends to get the app as well (I also made some iOS users jealous). Nice touch on the icon customization. Just makes it that much more personal. Keep up the great work! The only complaint is that the quick reply can lag quite a bit.,Samsung Galaxy S5,en,,,,,14831371782,I've been using Textra for about 10 months now and I have no intention to switch. I love the design and customization of the app. I have convinced a few friends to get the app as well (I also made some iOS users jealous). Nice touch on the icon customization. Just makes it that much more personal. Keep up the great work! The only complaint is that the quick reply can lag quite a bit.,5.00,Samsung Galaxy S5,3.7,0
Rasa OM,2015-10-14T01:41:36,14831371782LY5dJeB9qJMvvqqTh5iM7aw,ZZ,Awesome app,Awesome,en,it,fr,,,14831371782,Awesome app,5.00,Awesome,3.7,0
Faron Franklin,2015-10-14T01:39:33,14831371782LcI1Szsf9gs2JJ1qDfOiJ6w,ZZ,Love this.  Been using for a long time now and it is great.,Awesome,en,,,,,14831371782,Love this.  Been using for a long time now and it is great.,5.00,Awesome,3.7,0
Michael Richard,2015-10-14T01:37:27,14831371782LHJyWD6gOcfetgUT2Q68NtA,ZZ,Solid.,Love it,en,nn,cs,da,et,14831371782,Solid.,5.00,Love it,3.7,0
Jonathan Baker,2015-10-14T01:35:46,14831371782LGXF1m8vLIin6Nbx4Sv22Yw,ZZ,"There's no place in Settings to go pro. I can't stand the ads, please just take my money and remove the ads.",Take My Money And Remove Ads!,en,,,,,14831371782,"There's no place in Settings to go pro. I can't stand the ads, please just take my money and remove the ads.",3.00,Take My Money And Remove Ads!,3.7,0
Mandy Blackburn,2015-10-14T01:30:31,14831371782LBpiNMmm1ykgJynpxbytqhA,ZZ,Works really well,,en,,,,,14831371782,Works really well,5.00,,3.7,0
Khephren Collins,2015-10-14T01:29:14,14831371782LZIpog4rQOCLEa6BGbltUgA,ZZ,Will yall support advanced messaging for tmobile other wise great app just holding off from using it now since stock has advanced messaging and can send mms over WiFi,Advanced messaging,en,,,,,14831371782,Will yall support advanced messaging for tmobile other wise great app just holding off from using it now since stock has advanced messaging and can send mms over WiFi,4.00,Advanced messaging,3.7,0
Givanni Watson,2015-10-14T01:05:00,14831371782LNmNggTISHw_wlIQQRMML4A,ZZ,This is the best SMS I've seen and I use it and no other....I love it.....????????????,GREAT SMS APP,en,,,,,14831371782,This is the best SMS I've seen and I use it and no other....I love it.....????????????,5.00,GREAT SMS APP,3.7,0
Ben Lewis,2015-10-14T01:04:21,14831371782Ld7KcEnmhqwvxCSGIuXWVNw,ZZ,Love textra. Works great. Being able to attach Gifs is awesome.,The best,en,,,,,14831371782,Love textra. Works great. Being able to attach Gifs is awesome.,5.00,The best,3.7,0
Linda K,2015-10-14T01:02:45,14831371782LkuPPo4EfwOziVXwd4nr4uw,ZZ,So much better than the stock messaging app! Really the only extras I would like would be to be able to add a number from the contacts list in my phone to the blocked list (without the need to have a text message first) and to be able to change the bubble style. That would make it perfect.,Love it,en,,,,,14831371782,So much better than the stock messaging app! Really the only extras I would like would be to be able to add a number from the contacts list in my phone to the blocked list (without the need to have a text message first) and to be able to change the bubble style. That would make it perfect.,4.00,Love it,3.7,0
Nichole Tyson,2015-10-14T00:50:59,14831371782LyzoAampSj0NyQ_Oy2WDmQg,ZZ,"My HTC doesn't allow custom text notifications etc.  This app has been a great replacement!     It would be an awesome addition if this app allowed a ""priority notification"" to allow certain messages to alert while silencing all others. It is a great app with amazing support if you do run in to an issue they are quick to respond and take care of it... That alone is worth it.",,en,,,,,14831371782,"My HTC doesn't allow custom text notifications etc.  This app has been a great replacement!     It would be an awesome addition if this app allowed a ""priority notification"" to allow certain messages to alert while silencing all others. It is a great app with amazing support if you do run in to an issue they are quick to respond and take care of it... That alone is worth it.",5.00,,3.7,0
Madankumar Chatakonda,2015-10-14T00:48:44,14831371782Lm3Kb4-iFiKum9E9Wg5la0Q,ZZ,Using since 6 months and made as default app. Very much useful and user friendly app. I think it is the best. SMS app for messaging.  Only missing feature is marking some sms as priority for not getting deleted by mistake,Messaging App,en,,,,,14831371782,Using since 6 months and made as default app. Very much useful and user friendly app. I think it is the best. SMS app for messaging.  Only missing feature is marking some sms as priority for not getting deleted by mistake,5.00,Messaging App,,0
Eliza Louise,2015-10-14T00:41:33,14831371782Lb0n6klficcG2LuiDIZ-smQ,ZZ,Still no select all option inside conversations. Why?,Select all option,en,la,fr,ca,,14831371782,Still no select all option inside conversations. Why?,4.00,Select all option,3.7,0
Paige Broadway,2015-10-14T00:35:15,14831371782Lmr7Fek5wYGqizRnyLb7ciA,ZZ,I don't like how I don't have the IPhone emojis anymore,Emojis,en,sq,da,,,14831371782,I don't like how I don't have the IPhone emojis anymore,3.00,Emojis,3.7,0
Francis Morota,2015-10-14T00:33:23,14831371782Lf30IFxAbFtk_B-zpSLB_Ag,ZZ,Cannot see if message is sent or not. Using LG G3 5.0,Sent or not,en,af,,,,14831371782,Cannot see if message is sent or not. Using LG G3 5.0,5.00,Sent or not,3.7,0
Johnfel Mike Rivera,2015-10-14T00:32:09,14831371782Ln4j6RrUyCI-KGh4gA4bmqg,ZZ,Plsssssss,Sim 1 sim 2,de,is,la,lb,et,14831371782,Plsssssss,4.00,Sim 1 sim 2,,0
cm nats,2015-10-14T00:17:10,14831371782L3KgoctjtvtXxDbWvrSOJNg,ZZ,why i cant send group message to my friends,,en,fr,af,da,no,14831371782,why i cant send group message to my friends,1.00,,,0
Angela Shephard,2015-10-14T00:02:54,14831371782LYlfSpnuXP6994jBPNZxdLw,ZZ,Good job!!!,,hr,sl,bs,sh,et,14831371782,Good job!!!,5.00,,3.7,0
Randy Malkoski,2015-10-13T23:58:17,14831371782LDQHlB7uBMf1w7W-mL1TZhA,ZZ,"A wonderful stock SMS replacement - a great balance between features and speed (and when features are added, the devs do NOT do so at the expense of a streamlined UI.) One thing I would love is location sharing.",Love it - smooth and feature rich,en,,,,,14831371782,"A wonderful stock SMS replacement - a great balance between features and speed (and when features are added, the devs do NOT do so at the expense of a streamlined UI.) One thing I would love is location sharing.",5.00,Love it - smooth and feature rich,3.7,0
Eric Foppen,2015-10-13T23:57:47,14831371782LS9TWTD4Iew6nG0oyDKQUsA,ZZ,"For some reason, starting a little over a week ago, I've been missing at least 1 out of every 10 texts in group chats. It is very frustrating and makes group chats hard to understand. Please fix for galaxy s5",Missed texts,en,,,,,14831371782,"For some reason, starting a little over a week ago, I've been missing at least 1 out of every 10 texts in group chats. It is very frustrating and makes group chats hard to understand. Please fix for galaxy s5",2.00,Missed texts,3.7,0
Andre Baptiste,2015-10-13T23:49:52,14831371782LZagzWeVYRKvGsTbIr4Sf8Q,ZZ,"Pretty Fast (95% of the time)  I used to use Chomp, but it was too slow. Textra is fast and efficient. Especially with deleting threads, other apps including stock took way too long to delete threads.",,en,,,,,14831371782,"Pretty Fast (95% of the time)  I used to use Chomp, but it was too slow. Textra is fast and efficient. Especially with deleting threads, other apps including stock took way too long to delete threads.",5.00,,,0
Jarrad Minchin,2015-10-13T23:46:51,14831371782LkP7jpVRdCfPvGIl5qO9ktA,ZZ,The best looking sms app on the play store. Very easy to use!,Great sms app,en,,,,,14831371782,The best looking sms app on the play store. Very easy to use!,5.00,Great sms app,3.7,0
Aleksandr Berzhanskiy,2015-10-13T23:36:07,14831371782LnRjVx1Rii3sNM1nVcSujvg,ZZ,"It's beautiful and works fine. I can't find the paid version, though. There is no option to pay through the app too. I would like to reward the developer for the great app but left with no means of doing it.",Great app.,en,,,,,14831371782,"It's beautiful and works fine. I can't find the paid version, though. There is no option to pay through the app too. I would like to reward the developer for the great app but left with no means of doing it.",5.00,Great app.,3.7,0
Ivelis Vargas,2015-10-13T23:27:26,14831371782LwdS-nWh4Hicvs2hmQn10_Q,ZZ,"Best SMS app so far! I've tried many different SMS apps and this is the one that I most like. I stuck to it and it's way better than my stock SMS app. I also got the paid version and I don't regret spending my money. Can't wait for more new updates! One thing I would love even more if we can set pictures as backgrounds? And also something that read ""sent"" or ""delivered"". You know what I mean by that, right? This app would be the best if that happens. Keep up the good work!!",,en,,,,,14831371782,"Best SMS app so far! I've tried many different SMS apps and this is the one that I most like. I stuck to it and it's way better than my stock SMS app. I also got the paid version and I don't regret spending my money. Can't wait for more new updates! One thing I would love even more if we can set pictures as backgrounds? And also something that read ""sent"" or ""delivered"". You know what I mean by that, right? This app would be the best if that happens. Keep up the good work!!",5.00,,3.7,0
Joey Hanlon,2015-10-13T23:22:00,14831371782LqOHgTZwq6tTqxYB0wBoGaw,ZZ,Updates are frequent and an important one that ensured the latest Android mms exploit won't automatically be able to run without your knowing about it was great to see! Love this app and the great devs behind it.,Very good sms app,en,,,,,14831371782,Updates are frequent and an important one that ensured the latest Android mms exploit won't automatically be able to run without your knowing about it was great to see! Love this app and the great devs behind it.,5.00,Very good sms app,3.7,0
Kevin Taborell,2015-10-13T23:02:22,14831371782LPNYRWB5xm7-QGwHA6u1zVA,ZZ,Perfect Texting App,,is,en,la,jv,ms,14831371782,Perfect Texting App,5.00,,3.7,0
Abdullah Nazir,2015-10-13T22:54:31,14831371782LYl1i2ZCaA6YQ4rDWP0XrLg,ZZ,Impeccably designed for me that I want!!,Awsum,en,,,,,14831371782,Impeccably designed for me that I want!!,5.00,Awsum,3.7,0
Maryjane Johnston,2015-10-13T22:51:30,14831371782L-nowugTBs5Y7lk2rdlPKWA,ZZ,"This app is like really great. I like what you changed with the customization. But you should be able to change the background to a customized picture from your gallery. And it still could have more color option for the background instead of black, dark, and off. If you change this, I will give 5 stars.",Needs Improvement,en,,,,,14831371782,"This app is like really great. I like what you changed with the customization. But you should be able to change the background to a customized picture from your gallery. And it still could have more color option for the background instead of black, dark, and off. If you change this, I will give 5 stars.",4.00,Needs Improvement,3.7,0
Harley Whatever,2015-10-13T22:46:00,14831371782LKVntXr3pyvhGPRM_bSjp3A,ZZ,I'll stick with chomp. Not worth paying for an app that has less functionality than what I already have.,Seriously not worth the money,en,,,,,14831371782,I'll stick with chomp. Not worth paying for an app that has less functionality than what I already have.,1.00,Seriously not worth the money,,0
Ian Lennox,2015-10-13T22:29:31,14831371782LA8ij-klt7nUpB3IagWwqoQ,ZZ,works so much better and faster than any stock messaging app.,great app,en,sv,,,,14831371782,works so much better and faster than any stock messaging app.,5.00,great app,3.7,0
Michael Nottage,2015-10-13T22:26:23,14831371782LBsduQmIcsetubZV69T6h3w,ZZ,"I've tried a lot of them, and this is a great combination of minimalistic, with all the necessary customisations and features you need! Would like to see a ""drafts"" icon for messages that are half typed, but apart from that it truly is great! Regular updates, support, and it's smooth and quick. What more could you ask for!?",Best SMS app by far!,en,,,,,14831371782,"I've tried a lot of them, and this is a great combination of minimalistic, with all the necessary customisations and features you need! Would like to see a ""drafts"" icon for messages that are half typed, but apart from that it truly is great! Regular updates, support, and it's smooth and quick. What more could you ask for!?",5.00,Best SMS app by far!,3.7,0
Adrien Alas,2015-10-13T22:13:32,14831371782LLXJMu--fUar8vYMGHUwt4A,ZZ,I love how i can customize it to how i like it. I wish there were more options like themes though.,Great app,en,,,,,14831371782,I love how i can customize it to how i like it. I wish there were more options like themes though.,5.00,Great app,3.6,0
Lila Mohammed,2015-10-13T22:12:06,14831371782L8SRdItW5kdQFBpu1imJMwg,ZZ,Birtulan,,tl,roa_rup,eu,tr,la,14831371782,Birtulan,5.00,,3.6,0
Andre Griffin,2015-10-13T22:11:46,14831371782Lii5j_aJ8eP_7sQmUwajmbg,ZZ,Should have a feature add were you can put some messages on private list.,Great app,en,,,,,14831371782,Should have a feature add were you can put some messages on private list.,4.00,Great app,3.6,0
Matt Piche,2015-10-13T21:42:15,14831371782LZuHbesFamYIleGyU-5hxWQ,ZZ,Best I've used and updated frequently.,It's good,en,,,,,14831371782,Best I've used and updated frequently.,5.00,It's good,3.6,0
Chris Orton,2015-10-13T21:28:33,14831371782LgvPb4Vf5v-_j1vy386iyhw,ZZ,"Lots of updates, which can be good or bad depending on how you look at it",Good options without being over complex,en,,,,,14831371782,"Lots of updates, which can be good or bad depending on how you look at it",5.00,Good options without being over complex,,0
Dan Salera,2015-10-13T21:27:52,14831371782LJpguNoV6RTTc_96B7FJyEA,ZZ,I guess.,It's okay,tl,en,ceb,lmo,nn,14831371782,I guess.,5.00,It's okay,3.7,0
Muhammad Muzammil,2015-10-13T21:12:31,14831371782LNRHNbpKcDsToKaMCBNv_9A,ZZ,Keep it up..,Awesome,en,,,,,14831371782,Keep it up..,5.00,Awesome,,0
Brandon Kong,2015-10-13T21:12:07,14831371782LqXGhOfCjfy2Q2PA23Lhz5w,ZZ,"On htc sense, if u try to add a new number through textra, it only opens up search through contacts not the actual add new contact page",Adding new numbers,en,,,,,14831371782,"On htc sense, if u try to add a new number through textra, it only opens up search through contacts not the actual add new contact page",3.00,Adding new numbers,3.7,0
Joe Sebo,2015-10-13T21:10:01,14831371782LWEi8rT7G4vRjQZpHwxs4JA,ZZ,"Also, sending to multiple contacts (groups) as individual text messages would be muy fantastico! AT&T has a ten person at a time. This would also be beneficial for those concerned about the security of MMS massages or wanting to respond individually rather than a long trail of group messages spamming the group.",FAST and Light! Wish item: Setting for no keyboard quick compose so I can select the contacts first.,en,,,,,14831371782,"Also, sending to multiple contacts (groups) as individual text messages would be muy fantastico! AT&T has a ten person at a time. This would also be beneficial for those concerned about the security of MMS massages or wanting to respond individually rather than a long trail of group messages spamming the group.",3.00,FAST and Light! Wish item: Setting for no keyboard quick compose so I can select the contacts first.,3.7,0
Nicholas Weidman,2015-10-13T21:04:05,14831371782LilL09R4N9WQABeBuiiHDqw,ZZ,"Took some finagling with the APN settings to get MMS working (Droid Turbo on Verizon), but it works great now. Favorite feature by far is the built in gif search, powering many witty comebacks. :-D",Love it!,en,,,,,14831371782,"Took some finagling with the APN settings to get MMS working (Droid Turbo on Verizon), but it works great now. Favorite feature by far is the built in gif search, powering many witty comebacks. :-D",5.00,Love it!,3.6,0
Gabe Nahirny,2015-10-13T21:03:10,14831371782LG9ESo276A_J3RD24QyLH5w,ZZ,"I wasn't too impressed, I'll just stick with android.",,en,,,,,14831371782,"I wasn't too impressed, I'll just stick with android.",3.00,,3.6,0
Alexis Harvey,2015-10-13T20:55:17,14831371782Lhge5Tc7EjMoe0N__Xa0ncA,ZZ,This is an great app i dont do reviews much but this one is worth it.,Awesome,en,,,,,14831371782,This is an great app i dont do reviews much but this one is worth it.,5.00,Awesome,3.7,0
Hendri kusliawan,2015-10-13T20:15:16,14831371782LlTB8sRAxXbAlDkIPGTfFig,ZZ,"No dual simcard support ? If it's correct, I can't use this app. Too bad, I love this app; so clean ==> tried chomp sms, but it's a mess in managing sim 1 and 2",No dual simcard support ?,en,,,,,14831371782,"No dual simcard support ? If it's correct, I can't use this app. Too bad, I love this app; so clean ==> tried chomp sms, but it's a mess in managing sim 1 and 2",3.00,No dual simcard support ?,3.6,0
Rob Davidson,2015-10-13T20:14:23,14831371782LXMlkpUn6L2q4eQIgPxbA3A,ZZ,"Updating same issue. Please address. 10/13/15.   If there is somewhere within the settings that I'm not reading property, I'd like to see if possible when on a locked screen, swiping away that the actual text in the application isn't marked read until I open the application.",4 of 5,en,,,,,14831371782,"Updating same issue. Please address. 10/13/15.   If there is somewhere within the settings that I'm not reading property, I'd like to see if possible when on a locked screen, swiping away that the actual text in the application isn't marked read until I open the application.",4.00,4 of 5,3.6,0
Anthony Glass,2015-10-13T20:06:54,14831371782LQFjobi7Q17JVP_2t-JDmWg,ZZ,Love it,,en,oc,sl,bs,hr,14831371782,Love it,5.00,,3.6,0
Hunter Cucchiaro,2015-10-13T19:54:34,14831371782LcMaVq8xKbbeXCpYUZ7d6TQ,ZZ,But I've got one problem from me giving it a 5 star.  Idk if it's my phone (galaxy s6 edge) or the app but lately I've been getting delayed messages.  I won't receive messages for about 45 minutes using this app but when I use the regular messaging app that comes with the phone I get messages right away.  This never happened on my galaxy s4 so I'm very confused as to what this problem could be from.,Great,en,,,,,14831371782,But I've got one problem from me giving it a 5 star.  Idk if it's my phone (galaxy s6 edge) or the app but lately I've been getting delayed messages.  I won't receive messages for about 45 minutes using this app but when I use the regular messaging app that comes with the phone I get messages right away.  This never happened on my galaxy s4 so I'm very confused as to what this problem could be from.,4.00,Great,3.6,0
Lucy C.,2015-10-13T19:47:08,14831371782LSTgHsrylB3C9C5ys3JT3KQ,ZZ,"Love using this app but then it stopped letting me receive messages after e a month or so, I have to uninstall the app and go back using the basic messenger just to get my messages.",,en,,,,,14831371782,"Love using this app but then it stopped letting me receive messages after e a month or so, I have to uninstall the app and go back using the basic messenger just to get my messages.",3.00,,,0
Jackie Newton,2015-10-13T19:40:10,14831371782L2yUaCczOIEaRX510AIgdyw,ZZ,Love it,Thumbs up,en,sl,sw,la,oc,14831371782,Love it,5.00,Thumbs up,3.6,0
Oyate Tubby,2015-10-13T19:25:24,14831371782L07FQx3WUYKWTWW_LI8CLWg,ZZ,Great app.,,en,la,lb,,,14831371782,Great app.,5.00,,3.6,0
Brettney Hamil,2015-10-13T19:17:32,14831371782LuF5oY5g1UUQUO4BlPsm-Ng,ZZ,Fantastic,,oc,eo,an,es,gl,14831371782,Fantastic,5.00,,3.6,0
Iliana Villalta,2015-10-13T19:14:25,14831371782LTIITGPbHCQuuUPCiaw_K0w,ZZ,When I view emojis I cannot access my notification drawer. Other than that everything is great.,I absolutely love this app but have a minor issue,en,,,,,14831371782,When I view emojis I cannot access my notification drawer. Other than that everything is great.,5.00,I absolutely love this app but have a minor issue,3.6,0
A Google user,2015-10-13T19:10:50,14831371782L-Dp6iTbmDhfArv2r0uamWw,ZZ,I love this app so simple but effective,Great perfect app,en,,,,,14831371782,I love this app so simple but effective,5.00,Great perfect app,,0
Rohan Aras,2015-10-13T18:57:34,14831371782Lfz6BBPsH8P-1X45jYpzIxw,ZZ,Does everything i need and looks pretty good. Ads are unobtrusive thankfully.,Solid texting app,en,,,,,14831371782,Does everything i need and looks pretty good. Ads are unobtrusive thankfully.,4.00,Solid texting app,3.6,0
Boricua velez,2015-10-13T18:51:23,14831371782Lt8tfE5HaT33Jz8AUIqonPA,ZZ,I love it but I hate the ads,,en,,,,,14831371782,I love it but I hate the ads,5.00,,3.6,0
michael go,2015-10-13T18:47:54,14831371782LuC8Ct4Q6f1gAkOhhu-ovbw,ZZ,pls. add themes and wallpaper for my background.,themes and wallpaper problem,en,,,,,14831371782,pls. add themes and wallpaper for my background.,3.00,themes and wallpaper problem,3.6,0
Marcelo Ivan Tapia Cardenas,2015-10-13T18:42:55,14831371782Le886ONgLFVlPew8p47uqbQ,ZZ,Excellent app for texting,,en,fr,ca,la,lmo,14831371782,Excellent app for texting,5.00,,,0
Kyle Meyers,2015-10-13T18:37:41,14831371782LyaPAc-i2tqHTdiOZjcUkJQ,ZZ,"This is a pretty slick app. I was a longtime Handcent user, then switched to this.  I wish I would have done it sooner.  I like the mute function.  I wish there was a default mute setting for group texts that are newly received. That being said, love Textra.",,en,,,,,14831371782,"This is a pretty slick app. I was a longtime Handcent user, then switched to this.  I wish I would have done it sooner.  I like the mute function.  I wish there was a default mute setting for group texts that are newly received. That being said, love Textra.",5.00,,3.6,0
